point	title	description	iconSize	iconOffset	icon
46.0911388889,18.7613055556	<a href="http://de.wikipedia.org/wiki/Kastell Dunaszekcs&#337; (Lugio, sp&#228;ter Florentiam)" target="pedia">Kastell Dunaszekcs&#337; (Lugio, sp&#228;ter Florentiam)</a>	<div style="max-width: 250px;">Geo 46.0911388889, 18.7613055556<br>Kohortenkastell, sp&#228;tantikes Flotten- und Vexillationskastell<br>Provinz Pannonia, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>Ende: Anfang 5.&#160;Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.9561111111,18.6839166667	<a href="http://de.wikipedia.org/wiki/Kastell Moh&#225;cs-K&#246;lked" target="pedia">Kastell Moh&#225;cs-K&#246;lked</a>	<div style="max-width: 250px;">Geo 45.9561111111, 18.6839166667<br>Kohortenkastell, sp&#228;tantikes Reiterkastell<br>Provinz Pannonia, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>Beginn:<br>h&#246;chstwahrsch. Ende 1.&#160;Jh., 2009: geophysikalisch untersucht</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.5004444444,19.00425	<a href="http://de.wikipedia.org/wiki/Kastell Teutoburgium" target="pedia">Kastell Teutoburgium</a>	<div style="max-width: 250px;">Geo 45.5004444444, 19.00425<br>Alenkastell, sp&#228;tantikes Reiterkastell, Vexillationskastell<br>Provinz Pannonia, Pannonia inferior, Pannonia secunda<br>Pannonischer Limes<br>sp&#228;ttiberisch/fr&#252;hclaudisch bis 5. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.2239722222,19.3758333333	<a href="http://de.wikipedia.org/wiki/Kastell Cuccium" target="pedia">Kastell Cuccium</a>	<div style="max-width: 250px;">Geo 45.2239722222, 19.3758333333<br>Prinzipat: unbekannt, sp&#228;tantikes Reiterkastell<br>Provinz Pannonia, Pannonia inferior, Pannonia secunda<br>Pannonischer Limes<br>Ende: 5.&#160;Jh.?<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.0065388889,22.1122833333	<a href="http://de.wikipedia.org/wiki/Kastell Bulci" target="pedia">Kastell Bulci</a>	<div style="max-width: 250px;">Geo 46.0065388889, 22.1122833333<br>Kohortenkastell (?)<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.1468194444,21.3150972222	<a href="http://de.wikipedia.org/wiki/Kastell Aradul Nou" target="pedia">Kastell Aradul Nou</a>	<div style="max-width: 250px;">Geo 46.1468194444, 21.3150972222<br>Kohortenkastell (?)<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.0722222222,20.6294444444	<a href="http://de.wikipedia.org/wiki/Kastell S&#226;nnicolau Mare" target="pedia">Kastell S&#226;nnicolau Mare</a>	<div style="max-width: 250px;">Geo 46.0722222222, 20.6294444444<br>Kohortenkastell (?)<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.1381055556,20.5858194444	<a href="http://de.wikipedia.org/wiki/Kastell Cenad" target="pedia">Kastell Cenad</a>	<div style="max-width: 250px;">Geo 46.1381055556, 20.5858194444<br>Kohortenkastell (?)<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.2536972222,20.1459527778	<a href="http://de.wikipedia.org/wiki/Kastell Szeged" target="pedia">Kastell Szeged</a>	<div style="max-width: 250px;">Geo 46.2536972222, 20.1459527778<br>Kohortenkastell (?)<br>Provinz Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
44.845,21.3311111111	<a href="http://de.wikipedia.org/wiki/Kastell Banatska Palanka" target="pedia">Kastell Banatska Palanka</a>	<div style="max-width: 250px;">Geo 44.845, 21.3311111111<br>Kohortenkastell, Alenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
44.9271027778,21.2750777778	<a href="http://kein Artikel/wiki/Kastell Dupljaja" target="pedia">Kastell Dupljaja</a>	<div style="max-width: 250px;">Geo 44.9271027778, 21.2750777778<br>Auxiliarkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
44.8977861111,21.2327944444	<a href="http://kein Artikel/wiki/Kastell Grebenac" target="pedia">Kastell Grebenac</a>	<div style="max-width: 250px;">Geo 44.8977861111, 21.2327944444<br>Auxiliarkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.0793972222,21.5511611111	<a href="http://de.wikipedia.org/wiki/Kastell V&#259;r&#259;dia" target="pedia">Kastell V&#259;r&#259;dia</a>	<div style="max-width: 250px;">Geo 45.0793972222, 21.5511611111<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.4866555556,21.8478833333	<a href="http://ro.wikipedia.org/wiki/Kastell Aizis" target="pedia">Kastell Aizis</a>	<div style="max-width: 250px;">Geo 45.4866555556, 21.8478833333<br><br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.4663,22.1895	<a href="http://de.wikipedia.org/wiki/Kastell Tibiscum" target="pedia">Kastell Tibiscum</a>	<div style="max-width: 250px;">Geo 45.4663, 22.1895<br>Legionslager, Reiterkastell, Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>trajanisch, 2. bis 4. Jahrhundert n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.9145944444,22.8149055556	<a href="http://de.wikipedia.org/wiki/Kastell Ve&#539;el" target="pedia">Kastell Ve&#539;el</a>	<div style="max-width: 250px;">Geo 45.9145944444, 22.8149055556<br>Legionslager, Reiterkastell, Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.0482638889,23.0445694444	<a href="http://de.wikipedia.org/wiki/Kastell Buciumi" target="pedia">Kastell Buciumi</a>	<div style="max-width: 250px;">Geo 47.0482638889, 23.0445694444<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.1134027778,23.1816777778	<a href="http://de.wikipedia.org/wiki/Kastell Romanasi (Largiana)" target="pedia">Kastell Romanasi (Largiana)</a>	<div style="max-width: 250px;">Geo 47.1134027778, 23.1816777778<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.1069444444,23.1724444444	<a href="http://de.wikipedia.org/wiki/Kastell Romita" target="pedia">Kastell Romita</a>	<div style="max-width: 250px;">Geo 47.1069444444, 23.1724444444<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.1791666667,23.1573194444	<a href="http://de.wikipedia.org/wiki/Kastelle von Porolissum" target="pedia">Kastelle von Porolissum</a>	<div style="max-width: 250px;">Geo 47.1791666667, 23.1573194444<br>Auxiliarkastelle<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.2277333333,23.3276888889	<a href="http://de.wikipedia.org/wiki/Kastell Tih&#259;u" target="pedia">Kastell Tih&#259;u</a>	<div style="max-width: 250px;">Geo 47.2277333333, 23.3276888889<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.1868694444,24.57075	<a href="http://de.wikipedia.org/wiki/Kastell Livezile" target="pedia">Kastell Livezile</a>	<div style="max-width: 250px;">Geo 47.1868694444, 24.57075<br><br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.6289777778,24.8773111111	<a href="http://de.wikipedia.org/wiki/Kastell C&#259;lug&#259;reni" target="pedia">Kastell C&#259;lug&#259;reni</a>	<div style="max-width: 250px;">Geo 46.6289777778, 24.8773111111<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.4313194444,25.1218055556	<a href="http://de.wikipedia.org/wiki/Kastell Inl&#259;ceni" target="pedia">Kastell Inl&#259;ceni</a>	<div style="max-width: 250px;">Geo 46.4313194444, 25.1218055556<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.9709388889,25.8496194444	<a href="http://de.wikipedia.org/wiki/Kastell Olteni" target="pedia">Kastell Olteni</a>	<div style="max-width: 250px;">Geo 45.9709388889, 25.8496194444<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.0509944444,26.3128361111	<a href="http://de.wikipedia.org/wiki/Kastell Bre&#539;cu " target="pedia">Kastell Bre&#539;cu </a>	<div style="max-width: 250px;">Geo 46.0509944444, 26.3128361111<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.8164194444,25.5915611111	<a href="http://de.wikipedia.org/wiki/Kastell Feldioara" target="pedia">Kastell Feldioara</a>	<div style="max-width: 250px;">Geo 45.8164194444, 25.5915611111<br>Kohortenkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.1059444444,24.360675	<a href="http://de.wikipedia.org/wiki/Kastell Stolniceni" target="pedia">Kastell Stolniceni</a>	<div style="max-width: 250px;">Geo 45.1059444444, 24.360675<br>Kohortenkastell<br>Provinz Dacia inferior, Dacia Malvensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
44.514,23.5718472222	<a href="http://de.wikipedia.org/wiki/Kastell R&#259;carii de Jos" target="pedia">Kastell R&#259;carii de Jos</a>	<div style="max-width: 250px;">Geo 44.514, 23.5718472222<br>Auxiliarkastell<br>Provinz Dacia inferior, Dacia Malvensis<br>Dakischer Limes<br>2. und 3. Jahrhundert; sp&#228;tantike, ostr&#246;misch/byzantinische zivile Siedlung bis ins 6. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.7540583333,23.3917638889	<a href="http://de.wikipedia.org/wiki/Kastell Gil&#259;u" target="pedia">Kastell Gil&#259;u</a>	<div style="max-width: 250px;">Geo 46.7540583333, 23.3917638889<br>Auxiliarkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.9860861111,23.2516666667	<a href="http://de.wikipedia.org/wiki/Kastell Sutoru" target="pedia">Kastell Sutoru</a>	<div style="max-width: 250px;">Geo 46.9860861111, 23.2516666667<br>Auxiliarkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.0198333333,23.8999111111	<a href="http://de.wikipedia.org/wiki/Kastell Gherla" target="pedia">Kastell Gherla</a>	<div style="max-width: 250px;">Geo 47.0198333333, 23.8999111111<br>Alenkastell<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
45.8970527778,23.1643638889	<a href="http://de.wikipedia.org/wiki/Kastell Cigm&#259;u " target="pedia">Kastell Cigm&#259;u </a>	<div style="max-width: 250px;">Geo 45.8970527778, 23.1643638889<br>Auxiliarkastell<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.0666944444,23.5723138889	<a href="http://ro.wikipedia.org/wiki/Legionslager Alba Julia" target="pedia">Legionslager Alba Julia</a>	<div style="max-width: 250px;">Geo 46.0666944444, 23.5723138889<br>Legionslager<br>Provinz Dacia superior, Dacia Apulensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
46.5705361111,23.7727333333	<a href="http://ro.wikipedia.org/wiki/Legionslager Potaissa" target="pedia">Legionslager Potaissa</a>	<div style="max-width: 250px;">Geo 46.5705361111, 23.7727333333<br>Legionslager<br>Provinz Dacia superior, Dacia Porolissensis<br>Dakischer Limes<br>2. und 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
44.7327777778,21.2305555556	<a href="http://de.wikipedia.org/wiki/Legionslager Viminatium" target="pedia">Legionslager Viminatium</a>	<div style="max-width: 250px;">Geo 44.7327777778, 21.2305555556<br>Legionslager<br>Provinz <br>M&#246;sischer Limes<br>erste Dekaden des 1. Jh. bis Hunneneinfall 440/441</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
43.8166666667,22.9166666667	<a href="http://de.wikipedia.org/wiki/Legionslager Ratiaria" target="pedia">Legionslager Ratiaria</a>	<div style="max-width: 250px;">Geo 43.8166666667, 22.9166666667<br>Legionslager<br>Provinz Moesia superior, Dacia ripensis<br>M&#246;sischer Limes<br>vespasianisch bis Hunneneinfall, Zivilstadt bis 586</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
40.0280222222,39.5980972222	<a href="http:///wiki/Legionslager Satala" target="pedia">Legionslager Satala</a>	<div style="max-width: 250px;">Geo 40.0280222222, 39.5980972222<br>Legionslager<br>Provinz Cappadocia,  Armenia minor<br>Euphrat-Limes<br>vespasianisch; Erdrampe im Norden und Osten seht gut erhalten; kontinuierlich besetzt; Iustinian I. erneuerte die Anlage</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
38.4223833333,38.3649194444	<a href="http:///wiki/Legionslager Melitene" target="pedia">Legionslager Melitene</a>	<div style="max-width: 250px;">Geo 38.4223833333, 38.3649194444<br><br>Provinz Cappadocia,  Armenia minor<br>Euphrat-Limes<br>unregelm&#228;&#223;iger Grundri&#223; als Weichbild der mod. Ortschaft</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
37.0551666667,37.8613083333	<a href="http:///wiki/Etappen- und Durchgangslager Zeugma-At Meydani" target="pedia">Etappen- und Durchgangslager Zeugma-At Meydani</a>	<div style="max-width: 250px;">Geo 37.0551666667, 37.8613083333<br>tempor&#228;r genutztes Lager mit Infrastruktur, steinerner Latrine u. Milit&#228;rbad<br>Provinz Syria Coele, Syria Euphratensis <br>Euphrat-Limes<br>Ziegelstempel von Legionen und Hilfstruppen; die Stelle wurde von versch. r&#246;m. Truppen als Operationsbasis genutzt. M&#252;nzen bis 5. Jh.; genutzt vom Ende des 1.-4. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
35.8988055556,38.7797194444	<a href="http:///wiki/Legionslager Sura" target="pedia">Legionslager Sura</a>	<div style="max-width: 250px;">Geo 35.8988055556, 38.7797194444<br>Legionslager <br>Provinz Syria<br>n&#246;rdl. Endpunkt der Strata Diocletiana<br>m&#246;glicherweise flavisch; 540: Chosroes I nimmt Sura; Justinian I baut sie wieder auf</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
35.6291555556,38.7579027778	<a href="http:///wiki/Kastell Resafa" target="pedia">Kastell Resafa</a>	<div style="max-width: 250px;">Geo 35.6291555556, 38.7579027778<br>Kastell<br>Provinz Syria<br>Strata Diocletiana<br>Milit&#228;rposten seit dem sp&#228;ten 1. Jh.; diokletianisches Neubaukastell, nur sehr geringe Spuren; Bauma&#223;nahmen unter Justinian I</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
36.4185861111,40.8631083333	<a href="http:///wiki/Wachturm Tell Tuneinir " target="pedia">Wachturm Tell Tuneinir </a>	<div style="max-width: 250px;">Geo 36.4185861111, 40.8631083333<br>Wachturm (Kleinkastell?)<br>Provinz <br><br>r&#246;merzeitl. Keramik des 2./3. Jh.; der Turm wurde um 400 abgebrochen, als unmittelbar &#246;stlich ein Kloster errichtet wurde.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
31.7745611111,35.2298527778	<a href="http://kein Artikel/wiki/Legionslager Aelia Capitolina" target="pedia">Legionslager Aelia Capitolina</a>	<div style="max-width: 250px;">Geo 31.7745611111, 35.2298527778<br>Legionslager<br>Provinz Judaea<br>Limes Palaestinae<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
32.6831083333,35.8691027778	<a href="http:///wiki/Legionslager Raphaneae" target="pedia">Legionslager Raphaneae</a>	<div style="max-width: 250px;">Geo 32.6831083333, 35.8691027778<br>Legionslager<br>Provinz Syria<br><br>253 zerst&#246;rt</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
32.52455,36.4833583333	<a href="http:///wiki/Legionslager Bostra" target="pedia">Legionslager Bostra</a>	<div style="max-width: 250px;">Geo 32.52455, 36.4833583333<br>Legionslager<br>Provinz Arabia Petraea<br>r&#252;ckw&#228;rtiges Kastell des Limes Arabicus;  Via Nova Traiana<br>trajanisch, n&#246;rdlicher Bereich noch gut sichtbar, s&#252;dlicher Bereich durch mod. Stra&#223;e nachverfolgt. Ende 4. Jh./Anfang 5. Jh. letzte Nennung der Leg. Aber: Baut&#228;tigkeit Justinians I. </div>	16,16	-8,-8	../img/icon-turm-haekchen.png
32.3378944444,36.5686	<a href="http:///wiki/Wachturm Rukeis" target="pedia">Wachturm Rukeis</a>	<div style="max-width: 250px;">Geo 32.3378944444, 36.5686<br>Wachturm<br>Provinz Arabia Petraea<br>Limes Arabicus<br>sp&#228;tr&#246;mischer und fr&#252;hbyzantinischer Turm und Zisterne</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
31.8131861111,36.3154583333	<a href="http:///wiki/Kleinkastell Qasr Mushash" target="pedia">Kleinkastell Qasr Mushash</a>	<div style="max-width: 250px;">Geo 31.8131861111, 36.3154583333<br>Kleinkastell<br>Provinz Arabia Petraea<br>Limes Arabicus; Strata Diocletiana<br>Keramik am Qasr: Belegung seit mind. 3. Jh.; m&#246;glicherw. im 2. Jh. erbaut; genutzt bis in  fr&#252;hislamische Zeit</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
29.6330305556,35.2049861111	<a href="http:///wiki/Wachturm Rujm el Jurf" target="pedia">Wachturm Rujm el Jurf</a>	<div style="max-width: 250px;">Geo 29.6330305556, 35.2049861111<br>Wachturm<br>Provinz Arabia Petraea<br>Limes Arabicus<br>nabat&#228;ischer Turm, sp&#228;tr&#246;mischer Turm</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
24.0628472222,35.3020055556	<a href="http://kein Artikel/wiki/Stra&#223;enposten 1 Vetus Hydreuma Kleinkastell 1 - Abu Greiya/Qreiya/Qreya" target="pedia">Stra&#223;enposten 1 Vetus Hydreuma Kleinkastell 1 - Abu Greiya/Qreiya/Qreya</a>	<div style="max-width: 250px;">Geo 24.0628472222, 35.3020055556<br>Kleinkastell<br>Provinz Aegyptus<br>Abzweigung Aras-Mons Claudianus; Berenike-Coptos-Stra&#223;e<br>Hydreumata, Keramik: Ptolem.-6. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
24.0620972222,35.3007388889	<a href="http://kein Artikel/wiki/Stra&#223;enposten 1 Vetus Hydreuma Kleinkastell 2 - Abu Greiya/Qreiya/Qreya" target="pedia">Stra&#223;enposten 1 Vetus Hydreuma Kleinkastell 2 - Abu Greiya/Qreiya/Qreya</a>	<div style="max-width: 250px;">Geo 24.0620972222, 35.3007388889<br>Kleinkastell<br>Provinz Aegyptus<br>Abzweigung Aras-Mons Claudianus; Berenike-Coptos-Stra&#223;e<br>Hydreuma, Keramik: Ptolem.-6. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
24.0610388889,35.3001916667	<a href="http://kein Artikel/wiki/Stra&#223;enposten 1 Vetus Hydreuma Kleinkastell 3 - Abu Greiya/Qreiya/Qreya" target="pedia">Stra&#223;enposten 1 Vetus Hydreuma Kleinkastell 3 - Abu Greiya/Qreiya/Qreya</a>	<div style="max-width: 250px;">Geo 24.0610388889, 35.3001916667<br>Kleinkastell<br>Provinz Aegyptus<br>Abzweigung Aras-Mons Claudianus; Berenike-Coptos-Stra&#223;e<br>Keramik: Ptolem.-6. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
26.8091638889,33.4870888889	<a href="http://de.wikipedia.org/wiki/Stra&#223;enposten 4 - Mons Claudianus" target="pedia">Stra&#223;enposten 4 - Mons Claudianus</a>	<div style="max-width: 250px;">Geo 26.8091638889, 33.4870888889<br>Kastell<br>Provinz Aegyptus<br>Abzweigung Aras-Mons Claudianus<br>sicherte einen Steinbruch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
26.4342083333,33.6642888889	<a href="http://de.wikipedia.org/wiki/Kleinkastell Wadi Umm Wikala (Mons Ophiates)" target="pedia">Kleinkastell Wadi Umm Wikala (Mons Ophiates)</a>	<div style="max-width: 250px;">Geo 26.4342083333, 33.6642888889<br>Kleinkastell<br>Provinz Aegyptus<br>Aegyptus<br>sicherte einen Steinbruch; fr&#252;hr&#246;mische Funde; 11 n. Chr: Panheiligtum erbaut</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
27.1474083333,33.2913694444	<a href="http://de.wikipedia.org/wiki/Stra&#223;enposten Mons Porphyrites" target="pedia">Stra&#223;enposten Mons Porphyrites</a>	<div style="max-width: 250px;">Geo 27.1474083333, 33.2913694444<br>Kleinkastell<br>Provinz Aegyptus<br>Kaine&#8211;Abu Sha'ar-Stra&#223;e<br>bewachte die Steinbr&#252;che - der WP-Artikel ist ungenau und von der Datierung her teils falsch!</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
23.9313833333,35.4092027778	<a href="http://kein Artikel/wiki/Stra&#223;enposten Siket/Sikayt" target="pedia">Stra&#223;enposten Siket/Sikayt</a>	<div style="max-width: 250px;">Geo 23.9313833333, 35.4092027778<br>Kleinkastell<br>Provinz Aegyptus<br>Berenike-Coptos-Stra&#223;e<br>Hydreuma (sicherte eine Zisterne); datierbare Bauinschrift</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
23.8755583333,35.4178305556	<a href="http://kein Artikel/wiki/Stra&#223;enposten Wadi Kalalat 1" target="pedia">Stra&#223;enposten Wadi Kalalat 1</a>	<div style="max-width: 250px;">Geo 23.8755583333, 35.4178305556<br>Kleinkastell<br>Provinz Aegyptus<br>Berenike-Coptos-Stra&#223;e<br>Hydreuma: kleine Zisterne im Inneren</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
23.8643583333,35.4092527778	<a href="http://kein Artikel/wiki/Stra&#223;enposten Wadi Kalalat 2" target="pedia">Stra&#223;enposten Wadi Kalalat 2</a>	<div style="max-width: 250px;">Geo 23.8643583333, 35.4092527778<br>Kleinkastell<br>Provinz Aegyptus<br>Berenike-Coptos-Stra&#223;e<br>Hydreuma: gro&#223;e Zisterne im Inneren</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
25.7542861111,33.3948222222	<a href="http://kein Artikel/wiki/Kleinkastell Didymoi" target="pedia">Kleinkastell Didymoi</a>	<div style="max-width: 250px;">Geo 25.7542861111, 33.3948222222<br>Kleinkastell<br>Provinz Aegyptus<br>Berenike-Coptos-Stra&#223;e<br>&#252;ber 700 Lederobjekte</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
24.7357805556,34.4275555556	<a href="http://kein Artikel/wiki/Stra&#223;enposten al-Dweig (Falacro?)" target="pedia">Stra&#223;enposten al-Dweig (Falacro?)</a>	<div style="max-width: 250px;">Geo 24.7357805556, 34.4275555556<br>Kleinkastell<br>Provinz Aegyptus<br>Berenike-Apollinopolis Magna-Stra&#223;e; Berenike-Coptos-Stra&#223;e<br>ausschlie&#223;lich fr&#252;hr&#246;mische Keramik, nur wenige unsichere sp&#228;tr&#246;mische Hinweise; Zisterne im Inneren</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
32.0297222222,10.3094444444	<a href="http://de.wikipedia.org/wiki/Praesidium Si Aioun" target="pedia">Praesidium Si Aioun</a>	<div style="max-width: 250px;">Geo 32.0297222222, 10.3094444444<br>Praesidium<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br>Bauinschrift 198; Mattingly: zumindest im 3. Jh belegt</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
32.3175277778,10.3977583333	<a href="http:///wiki/Kastell Tillibari" target="pedia">Kastell Tillibari</a>	<div style="max-width: 250px;">Geo 32.3175277778, 10.3977583333<br>Kastell<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br>Mattingly: fr&#252;hes/mittleres 2. Jh.; Bauinschrift 197: Reparatur; im fr&#252;hen 5. Jh. noch belegt</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
33.0086111111,9.61622222222	<a href="http://de.wikipedia.org/wiki/Kleinkastell Tisavar (Ksar Rhilane)" target="pedia">Kleinkastell Tisavar (Ksar Rhilane)</a>	<div style="max-width: 250px;">Geo 33.0086111111, 9.61622222222<br>Kleinkastell<br>Provinz Africa proconsularis, Tripolitana <br>Limes Tripolitanus<br>Schlussm&#252;nze: Maximinus Daia </div>	16,16	-8,-8	../img/icon-turm-haekchen.png
33.2839888889,9.70994722222	<a href="http://kein Artikel/wiki/Bir Soltane" target="pedia">Bir Soltane</a>	<div style="max-width: 250px;">Geo 33.2839888889, 9.70994722222<br>r&#246;mischer Brunnen<br>Provinz Africa proconsularis, Tripolitana <br>Limes Tripolitanus<br>Brunnen an der Limesstra&#223;e; 6 km s&#252;d&#246;stlich: trajanischer Grenzstein </div>	16,16	-8,-8	../img/icon-turm-haekchen.png
33.4949583333,9.50664166667	<a href="http://de.wikipedia.org/wiki/Mergueb ed Diab" target="pedia">Mergueb ed Diab</a>	<div style="max-width: 250px;">Geo 33.4949583333, 9.50664166667<br>Wachturm<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br>Daten spekulativ; Mattingly: &#8222;Augen&#8220; des Kleinkastells Bezereos</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
33.5036944444,9.49805555556	<a href="http://de.wikipedia.org/wiki/Bezereos (Bir Rhezene)" target="pedia">Bezereos (Bir Rhezene)</a>	<div style="max-width: 250px;">Geo 33.5036944444, 9.49805555556<br>Kleinkastell<br>Provinz Africa proconsularis, Tripolitania <br>Limes Tripolitanus<br>sp&#228;testens ab Commodus; Reparatur: 201; Sp&#228;tantike: nichts genaues bekannt</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
